Class;N;AverageBest;AverageTime
class1;n100;12.0484112;474.544
class1;n150;18.8029241;1372.891
class1;n50;7.2708832;52.137
class2;n100;7.920723000000001;388.953
class2;n150;11.7390306;1094.2259999999999
class2;n50;4.5958882;40.632
class3;n100;6.199377;337.56
class3;n150;9.5627466;1083.902
class3;n50;3.8277736;40.829
class4;n100;16.1688625;461.499
class4;n150;24.6959994;1385.144
class4;n50;8.552378000000001;54.992
