Generation;AverageBest;AverageAverage;AverageTime
0;14.697404;16.735588927333307;0.0
1;14.4380845;16.46359553553332;3.3000000000000003
2;14.3348211;16.339214344377776;6.636
3;14.2278804;16.242149694088873;9.782
4;14.2132292;16.16950227851109;12.988
5;14.149853;16.095644592911093;16.174
6;14.0605122;16.034977916511096;19.468
7;14.0358294;15.974758151488892;22.766000000000002
8;14.0119451;15.920618622333322;26.082
9;13.9949172;15.848992645111103;29.469
10;13.926351499999999;15.784967976888886;32.832
11;13.8274333;15.734990814755552;36.327
12;13.7938709;15.682385868577779;39.833
13;13.7938709;15.623548917044424;43.373
14;13.6688917;15.574699492799994;46.921
15;13.660779;15.515922764288877;50.524
16;13.5823228;15.484551166799987;54.161
17;13.5418743;15.436269769688874;57.805
18;13.4810989;15.393269378577756;61.484
19;13.398155;15.352007350999965;65.244
20;13.3972032;15.309711578066652;68.994
21;13.3762571;15.262720657088881;72.74
22;13.360476;15.220885290377755;76.513
23;13.3316972;15.178431103533317;80.3
24;13.3316972;15.131443337933325;84.105
25;13.3316972;15.096389533177767;87.962
26;13.3198174;15.05867541304442;91.825
27;13.298409;15.022192819199997;95.663
28;13.236692699999999;14.985893906511118;99.56700000000001
29;13.2114428;14.951853278422234;103.474
30;13.1295873;14.910117802688893;107.351
31;13.107421500000001;14.87274337775556;111.313
32;13.100378899999999;14.836177353888887;115.265
33;13.098672;14.804779809222229;119.213
34;13.098672;14.774604829333324;123.158
35;13.0790361;14.740108819711104;127.101
36;13.0143964;14.719113048111092;131.08100000000002
37;13.0091533;14.690720781044453;135.04500000000002
38;12.9919303;14.670644212088876;139.017
39;12.9440379;14.645120542777763;142.969
40;12.9320202;14.61671787826666;146.941
41;12.9320202;14.595098255422204;150.933
42;12.9166276;14.576323309533336;154.92
43;12.8219796;14.553489740822224;158.905
44;12.8169519;14.532759674200003;162.907
45;12.766454;14.521391804822219;166.886
46;12.756553;14.497417957755545;170.886
47;12.727252700000001;14.472902595955555;174.889
48;12.6774935;14.452408211155555;178.857
49;12.6495409;14.432642359177787;182.875
50;12.6428021;14.414629334866676;186.904
