Class;N;AverageBest;AverageTime
class1;n100;13.127714300000001;537.913
class1;n150;20.303594099999998;1592.77
class1;n50;7.4744784;64.687
class2;n100;8.5921325;440.53999999999996
class2;n150;12.5788013;1425.501
class2;n50;4.7440467;62.86
class3;n100;6.8309704;458.512
class3;n150;10.2653091;1284.579
class3;n50;3.8577033;62.217999999999996
class4;n100;16.7951077;617.783
class4;n150;26.4530196;1767.338
class4;n50;8.754723799999999;49.72
