Class;N;AverageBest;AverageTime
class1;n100;12.569890299999999;438.985
class1;n150;19.4867585;1361.314
class1;n50;7.4791173;64.786
class2;n100;8.380494800000001;406.503
class2;n150;12.1210874;1336.345
class2;n50;4.8592044;59.397
class3;n100;6.7097758;390.61
class3;n150;9.9489037;1214.533
class3;n50;4.0445561;59.178
class4;n100;16.6469548;406.124
class4;n150;25.7158758;1242.336
class4;n50;8.7520454;39.264
