Class;N;AverageBest;AverageTime
class1;n100;13.9781637;641.413
class1;n150;21.4357722;1755.511
class1;n50;8.1259872;76.568
class2;n100;9.2455977;538.826
class2;n150;13.4936264;1639.969
class2;n50;5.1705509;77.411
class3;n100;7.3964798;553.183
class3;n150;11.3111872;1446.259
class3;n50;4.3183774;76.41499999999999
class4;n100;18.2142646;760.13
class4;n150;28.618186;2167.116
class4;n50;9.3746592;83.065
