Class;N;AverageBest;AverageTime
class1;n100;15.2973491;316.326
class1;n150;23.6183402;958.209
class1;n50;8.9383598;52.109
class2;n100;10.2020742;332.969
class2;n150;14.7593796;1000.02
class2;n50;5.8215622;50.084
class3;n100;8.1361951;334.462
class3;n150;12.1601696;986.9390000000001
class3;n50;4.805615400000001;50.738
class4;n100;20.1708591;314.688
class4;n150;31.136445600000002;963.734
class4;n50;10.3328369;46.147
