Class;N;AverageBest;AverageTime
class1;n100;15.2990776;322.371
class1;n150;23.6221161;991.527
class1;n50;8.940916699999999;46.818
class2;n100;10.2018587;326.941
class2;n150;14.7596761;954.019
class2;n50;5.8215864;51.394999999999996
class3;n100;8.1361484;323.565
class3;n150;12.1602974;958.521
class3;n50;4.8055575;50.953
class4;n100;20.1725733;314.377
class4;n150;31.1462487;988.443
class4;n50;10.3280475;45.917
