Generation;Best;Average
0;13,294716;14,617926439999993
1;13,234234;14,40056967
2;13,210444;14,254571190000005
3;12,545231;14,232393310000004
4;12,545231;14,224926740000008
5;12,545231;14,340787600000004
6;12,545231;14,307802990000004
7;12,538158;14,194144590000008
8;12,538158;14,05948812000001
9;12,33151;14,098512360000015
10;12,33151;14,020646850000006
11;12,33151;14,078238800000003
12;12,33151;13,972448960000003
13;12,33151;13,981090570000001
14;12,33151;13,938578580000007
15;12,33151;13,884323100000001
16;12,33151;13,870480259999997
17;12,33151;13,932085429999997
18;12,33151;13,937324030000003
19;12,33151;13,924004520000006
20;12,306052;13,847442009999998
21;12,306052;13,899479060000008
22;12,306052;13,94258638
23;12,306052;13,928960229999998
24;12,306052;13,813852070000001
25;12,306052;13,886478270000003
26;12,306052;13,95875709
27;12,306052;13,750843839999998
28;12,306052;13,961543299999994
29;12,306052;13,922844639999996
30;12,306052;13,897942959999996
31;12,306052;13,932220059999999
32;12,306052;13,918657349999997
33;12,306052;13,89567771
34;12,306052;13,880747599999992
35;12,306052;13,954609410000003
36;12,306052;13,919541080000002
37;12,306052;13,905814409999998
38;12,306052;13,937571519999997
39;12,306052;13,890271760000005
40;12,306052;13,810803099999989
41;12,304053;13,899687609999999
42;12,304053;14,079952740000001
43;12,304053;13,980645469999997
44;12,304053;14,009737959999988
45;12,304053;13,907236580000001
46;12,304053;13,836459099999995
47;12,304053;13,894930809999998
48;12,304053;13,963258740000004
49;12,304053;14,057281890000002
50;12,304053;13,953406170000003
51;12,304053;14,013044500000003
52;12,304053;14,042363700000001
53;12,304053;13,945427270000003
54;12,304053;13,850950570000002
55;12,304053;13,908579779999998
56;12,304053;13,854425269999997
57;12,304053;13,944565710000001
58;12,304053;13,912347879999995
59;12,304053;13,897472660000004
60;12,304053;13,852403149999995
61;12,304053;13,875753120000002
62;12,304053;13,888407469999994
63;12,285659;13,916501189999995
64;12,285659;14,016073959999998
65;12,285659;14,008369700000005
66;12,285659;13,907208709999999
67;12,285659;14,040606179999997
68;12,285659;13,958436530000002
69;12,285659;13,929978420000003
70;12,285659;13,836363479999997
71;12,285659;13,90370351
72;12,285659;13,960293339999991
73;12,285659;13,937048399999997
74;12,285659;13,885612959999994
75;12,285659;14,117774429999997
76;12,285659;13,84960217
77;12,285659;13,904934039999995
78;12,285659;13,86374831
79;12,285659;14,061055479999993
80;12,285659;14,002942849999995
81;12,285659;13,98053386999999
82;12,285659;13,895126409999989
83;12,285659;13,88645961
84;12,285659;13,966767009999995
85;12,285659;14,014502549999996
86;12,285659;13,962016789999998
87;12,285659;13,765429629999996
88;12,285659;13,867761219999988
89;12,285659;13,859607630000001
90;12,285659;13,854345489999991
91;12,285659;13,84242592999999
92;12,285659;13,904140389999995
93;12,285659;13,797812729999992
94;12,285659;13,8627974
95;12,285659;13,877762259999999
96;12,285659;13,91222075
97;12,285659;13,997829479999998
98;12,285659;13,817259859999997
99;12,285659;13,880250859999999
100;12,285659;13,855276629999999
