Class;N;AverageBest;AverageTime
class1;n100;14.1194186;651.496
class1;n150;21.7440877;1787.165
class1;n50;8.1926877;80.985
class2;n100;9.3947852;549.288
class2;n150;13.7439879;1618.23
class2;n50;5.3027643;77.969
class3;n100;7.5580093;551.136
class3;n150;11.3596916;1512.127
class3;n50;4.3219776;77.816
class4;n100;18.422794;735.635
class4;n150;28.8016685;2050.498
class4;n50;9.6344131;82.641
