Class;N;AverageBest;AverageTime
class1;n100;12.3764369;477.679
class1;n150;19.1817907;1373.307
class1;n50;7.2589697;52.294000000000004
class2;n100;8.1846803;396.382
class2;n150;11.9216768;1238.305
class2;n50;4.6027625;48.318
class3;n100;6.3562422;366.147
class3;n150;9.7549985;1129.347
class3;n50;3.831041;50.396
class4;n100;16.2477012;542.1370000000001
class4;n150;24.9977421;1574.51
class4;n50;8.5459557;56.638
