Generation;AverageBest;AverageAverage;AverageTime
0;5.6600759;6.903482073199999;0.001
1;5.5292662;6.714686092599997;0.401
2;5.5130154000000005;6.629197229733332;0.674
3;5.4985217;6.574387256733327;0.89
4;5.4564642;6.526629746333329;1.083
5;5.44676;6.479106814599996;1.279
6;5.4224366;6.43471473633333;1.471
7;5.3666662;6.401243319199999;1.647
8;5.3531116;6.364496247133327;1.828
9;5.3499483;6.340901148533333;2.005
10;5.3295603;6.305273320799999;2.185
11;5.3284178;6.274842403266666;2.366
12;5.2803687;6.251029585599999;2.546
13;5.2695694;6.220275589866666;2.723
14;5.2653307;6.205879362466665;2.895
15;5.2381208;6.188571574133332;3.07
16;5.2323831;6.1645173044666635;3.246
17;5.2199088;6.150039417666665;3.418
18;5.2106379;6.125715839866665;3.596
19;5.1955829;6.114736507533331;3.782
20;5.1867012;6.106833436599998;3.971
21;5.1778678;6.080138992666669;4.155
22;5.1759394;6.073587310933334;4.338
23;5.1684669;6.0567979458666645;4.521
24;5.166786800000001;6.037182147599997;4.698
25;5.1566149;6.0245535444;4.873
26;5.1409515;6.005216136466671;5.0440000000000005
27;5.1363549;5.994928648199999;5.213
28;5.1158706;5.980826447200002;5.391
29;5.103014;5.968005417466667;5.577
30;5.0832581;5.9564039464666605;5.761
31;5.0766965;5.944821467733336;5.946
32;5.0722569;5.938493877466664;6.127
33;5.0668619;5.92833486973333;6.302
34;5.062633;5.9178789042;6.477
35;5.0620133;5.908665030333331;6.649
36;5.0544356;5.905641811466665;6.825
37;5.0414746;5.8930313476;7.006
38;5.0283022;5.887395701799998;7.194
39;5.0007702;5.8755809716;7.374
40;4.9988765;5.863244374666663;7.557
41;4.9968999;5.855284680466667;7.74
42;4.9913286999999995;5.851014980066668;7.917
43;4.9897898;5.838604348866666;8.09
44;4.9883838;5.829434160466664;8.258000000000001
45;4.9876467;5.823501199666666;8.433
46;4.9855996;5.822743415933334;8.614
47;4.9855996;5.807755859266665;8.797
48;4.9752008;5.803069291000001;8.978
49;4.9703037;5.7955871142;9.162
50;4.9687643;5.785341356733333;9.344
51;4.9647146;5.7819877811333305;9.523
52;4.9528999;5.7777557306;9.696
53;4.9502343;5.7714412663333325;9.87
54;4.9476498;5.762055814933333;10.045
55;4.9469223;5.751402091200003;10.219
56;4.9421622;5.742771612400001;10.401
57;4.9415825;5.740318388933333;10.589
58;4.9415825;5.729226188066665;10.770999999999999
59;4.9372501;5.720368059733333;10.953
60;4.9361489;5.713124937400002;11.133000000000001
61;4.9297399;5.718471285733332;11.315999999999999
62;4.9297021;5.703612537333332;11.487
63;4.9279299000000005;5.6980876012;11.659
64;4.9258167;5.693715401733333;11.836
65;4.9253964;5.6832508454000035;12.018
66;4.9242644;5.677925710066667;12.201
67;4.9234518;5.671744823133331;12.387
68;4.91938;5.663196490266666;12.572
69;4.9163534;5.652141712133333;12.749
70;4.9139815;5.646177661199997;12.926
71;4.9066521;5.640053242466665;13.1
72;4.904446;5.633825488133333;13.270999999999999
73;4.9043986;5.619861348399999;13.446
74;4.9026326;5.620592321866664;13.626
75;4.9018624;5.609586138066664;13.806
76;4.9015098;5.599120237199999;13.986
77;4.9001185;5.59417976573333;14.167
78;4.8981770000000004;5.588253848533332;14.346
79;4.893711;5.588999719666665;14.525
80;4.8930511;5.579901798533337;14.696
81;4.8922979;5.5780753866;14.869
82;4.8906592;5.565401137466665;15.042
83;4.8905335;5.568035417666669;15.218
84;4.8884283;5.563733813733336;15.401
85;4.8882691000000005;5.558497274066667;15.582
86;4.887157;5.5568462514;15.759
87;4.8854353;5.548165493000006;15.942
88;4.8851761;5.539062761800002;16.117
89;4.8798054;5.547056563400006;16.29
90;4.8784897;5.5389252685333386;16.464
91;4.8782758;5.533438898333342;16.642
92;4.8782002;5.523005342666675;16.821
93;4.8757828;5.518718578600007;16.993
94;4.8757407;5.513140228200009;17.167
95;4.873587;5.512388464866678;17.345
96;4.8720738;5.509346849266676;17.525
97;4.8719031;5.510613504800012;17.701999999999998
98;4.8713525;5.501578530733342;17.879
99;4.8713382;5.4988950374000085;18.057000000000002
100;4.8709925;5.497214551400011;18.236
101;4.8707058;5.484895304466676;18.415
102;4.8701837;5.485428728133342;18.598
103;4.8697902;5.486240762266674;18.778
104;4.868251;5.4783670196000065;18.954
105;4.8680794;5.478361413600009;19.131
106;4.8677202;5.4703415424000115;19.311
107;4.8675397;5.467534771933345;19.492
108;4.8671313;5.471599965466674;19.671
109;4.8658878;5.4757465481333405;19.854
110;4.8658878;5.476146966800012;20.034
111;4.865446;5.467649069266679;20.213
112;4.8641011;5.455931706866681;20.397
113;4.8620632;5.453157635066683;20.569
