Class;N;AverageBest;AverageTime
class1;n100;14.1750834;677.644
class1;n150;21.9374501;1826.449
class1;n50;8.2057999;90.947
class2;n100;9.6661588;572.977
class2;n150;13.900474899999999;1468.353
class2;n50;5.3545476;72.64099999999999
class3;n100;7.5962171000000005;539.541
class3;n150;11.4857747;1532.065
class3;n50;4.4608591;74.103
class4;n100;18.5233891;740.245
class4;n150;28.8690318;1976.6309999999999
class4;n50;9.681347500000001;78.2
