Generation;Best;Average
0;37,397186;39,87431415000001
1;37,3169;39,52751148
2;37,261936;39,38351895999999
3;37,261936;39,29984884000001
4;37,261936;39,22544693
5;36,442805;39,174866730000005
6;36,442805;39,28181738999999
7;36,442805;39,289226090000014
8;36,442805;39,18772659999998
9;36,442805;39,38690513
10;36,442805;39,29679940000001
11;36,442805;38,98901908000002
12;36,288144;38,96335000000001
13;36,288144;39,12619633000002
14;36,288144;39,04610732000002
15;36,288144;38,77251776000001
16;36,288144;38,756299559999995
17;36,263307;38,945462129999996
18;36,230907;38,71256539000001
19;35,201006;38,51967482999998
20;35,201006;38,63360891
21;35,201006;38,466125659999996
22;35,201006;38,51245675
23;35,201006;38,57321112
24;35,201006;38,35623512000001
25;35,201006;38,34094539
26;35,201006;38,27180402
27;35,201006;38,33362285999999
28;35,201006;38,15351703000001
29;35,201006;38,17809593000002
30;35,201006;38,2336783
31;35,201006;38,33961661000002
32;35,201006;38,33966302000002
33;35,201006;38,402283100000005
34;35,201006;38,255567610000014
35;35,201006;38,39080606999999
36;35,201006;38,42174279
37;35,201006;38,37987915000002
38;35,201006;38,557446000000006
39;35,201006;38,52186001
40;35,201006;38,42901652
41;35,201006;38,27713064999999
42;35,201006;38,316096820000006
43;35,201006;38,330808399999995
44;35,201006;38,27791542000001
45;35,201006;38,22714142999999
46;35,201006;38,20952654
47;35,201006;38,20836929000002
48;35,201006;38,31222303999999
49;35,201006;38,4903339
50;35,201006;38,25969239
51;35,201006;38,34993018000002
52;35,201006;38,24125970000001
53;35,201006;38,34148043
54;35,201006;38,22686437999999
55;35,201006;38,29993321
56;35,201006;38,24388470999998
57;35,201006;38,12277280999998
58;35,201006;38,35159185
59;35,201006;38,26645012000001
60;35,201006;38,157860549999995
61;35,201006;38,3030425
62;35,201006;38,39183927000001
63;35,201006;38,27935254999999
64;35,201006;38,10592856
65;35,201006;38,16500855000001
66;35,201006;38,080610629999995
67;35,201006;38,13737819999999
68;35,201006;38,355659910000014
69;35,201006;38,37546527000002
70;35,201006;38,30324064999999
71;35,201006;38,31174325999999
72;35,201006;38,30414848999999
73;35,201006;38,376309379999995
74;35,201006;38,25993980000001
75;35,201006;38,13006728000001
76;35,201006;38,069288369999995
77;35,201006;38,28903605
78;35,201006;38,17813988999999
79;35,201006;38,2752012
80;35,201006;38,14573444
81;35,201006;38,17405084000001
82;35,201006;38,15831975999999
83;35,201006;38,14737237
84;35,201006;38,04589642999999
85;35,201006;38,044165160000006
86;35,201006;38,04413911999999
87;35,201006;38,216518839999985
88;35,201006;38,372445690000006
89;35,201006;38,10471056999998
90;35,201006;38,07767540999999
91;35,201006;38,15161218999999
92;35,201006;38,08259494
93;35,201006;38,338761909999995
94;35,201006;38,19385778
95;35,201006;38,035236259999984
96;35,201006;38,08105236
97;35,201006;38,143270290000004
98;35,201006;37,97764408
99;35,201006;38,089915
100;35,201006;38,13230376
