Generation;Best;Average
0;43,435632;46,169392480000006
1;43,350566;45,796280780000004
2;43,28097;45,84768768
3;43,28097;45,77045772000001
4;43,28097;45,48754996999999
5;43,28097;45,666632570000004
6;43,21573;45,47365958999999
7;42,365649;45,47067252
8;42,365649;45,4598116
9;42,365649;45,256732029999974
10;42,365649;45,22993967999998
11;42,365649;45,17333286999996
12;42,365649;45,209298899999986
13;42,365649;45,21429886
14;42,365649;45,13105706
15;42,365649;45,13370027
16;42,365649;45,10704676
17;42,365649;44,947265609999995
18;42,365649;44,97135101000001
19;42,365649;44,995118199999986
20;42,365649;44,826117079999996
21;42,348528;44,88891412000001
22;42,348528;44,901363010000004
23;42,348528;44,72045738
24;42,321942;44,74392216000001
25;42,321942;44,95519799999998
26;42,321084;44,89626064000001
27;41,494203;44,67178677
28;41,494203;44,82240600000001
29;41,494203;44,724468480000006
30;41,465065;44,998212170000016
31;41,465065;44,68434155000003
32;41,465065;44,92832021000003
33;41,465065;44,78731618000003
34;41,465065;44,75592106000003
35;41,465065;44,856225620000025
36;41,465065;44,826105240000025
37;41,465065;45,03327505000003
38;41,465065;44,93167750000002
39;41,465065;44,84799375000003
40;41,465065;44,82133047000004
41;41,465065;44,74183492000001
42;41,465065;44,86985318000003
43;41,465065;44,79190722000004
44;41,465065;44,64571747000001
45;41,465065;44,75819265000002
46;41,421342;44,87919656000001
47;41,421342;44,786348220000036
48;41,421342;44,80870831000002
49;41,421342;44,63739162000004
50;41,421342;44,62967072000002
51;41,421342;44,63832769000001
52;41,421342;44,32655082000003
53;41,421342;44,26503329000001
54;41,421342;44,35605707000003
55;41,375339;44,28428201000001
56;41,375339;44,39013610000003
57;41,375339;44,463244360000004
58;41,275176;44,250523919999985
59;41,275176;44,24945226000002
60;41,275176;44,203231210000006
61;41,151018;44,19605098000001
62;41,151018;44,31024944
63;41,151018;44,411971599999994
64;41,151018;44,22271154000002
65;41,151018;44,39723273999999
66;41,151018;44,23379129000002
67;41,151018;44,485231440000014
68;41,151018;44,34498846999999
69;41,151018;44,43894003000003
70;41,151018;44,38584605999999
71;41,151018;44,22704880999998
72;41,151018;44,36347593000001
73;41,151018;44,30295382000001
74;41,151018;44,29847181000001
75;41,151018;44,476974440000006
76;41,151018;44,40029790000001
77;41,151018;44,22148341000001
78;41,151018;44,225626520000006
79;41,151018;44,18190028999999
80;41,151018;44,252268189999995
81;41,151018;44,188780880000024
82;41,151018;44,38640766999998
83;41,151018;44,27855891999999
84;41,151018;44,26123521000002
85;41,151018;44,478944150000004
86;41,151018;44,198810330000015
87;41,151018;44,227044690000014
88;41,151018;44,466280140000016
89;41,151018;44,24328310000001
90;41,151018;44,44735477000001
91;41,151018;44,29986058
92;41,151018;44,480100520000015
93;41,151018;44,39520338000001
94;41,151018;44,261528310000024
95;41,151018;44,300648020000025
96;41,151018;44,19592409999999
97;41,151018;44,47901189
98;41,151018;44,46081552999999
99;41,151018;44,34564046
100;41,151018;44,23882087999999
