Generation;Best;Average
0;42,302176;44,94977247
1;42,302176;44,56707255999998
2;42,152788;44,523665439999974
3;41,432613;44,60938907
4;41,432613;44,41330869
5;41,432613;44,297733900000004
6;41,432613;44,434589060000015
7;41,365221;44,12640614000003
8;41,365221;44,240835750000016
9;41,327876;44,20869464000002
10;41,327876;44,00279433000001
11;41,327876;44,22056897999999
12;41,327876;43,986457120000004
13;41,327876;43,89395316
14;41,327876;43,961290829999996
15;41,327876;44,01790157000002
16;41,327876;43,963547070000004
17;41,235563;43,967141919999996
18;41,235563;43,90506514
19;41,190371;43,83891390999998
20;41,190371;43,907488560000004
21;41,190371;43,76032299999999
22;41,190371;43,82656641
23;41,190371;43,93995207999999
24;41,190371;43,74709646000001
25;41,190371;43,78290737
26;41,190371;43,875394860000014
27;41,190371;43,60609024
28;41,190371;43,679524629999996
29;41,190371;43,83411186999999
30;41,190371;43,85645504000001
31;41,190371;43,62678101999999
32;41,190371;43,64240032000001
33;41,190371;43,850304050000005
34;41,190371;43,88433004
35;41,190371;43,86650116
36;41,190371;43,742903479999995
37;40,442844;43,68935292000001
38;40,442844;43,59274414000001
39;40,442844;43,68958213
40;40,442844;43,850022240000015
41;40,442844;43,87127781000002
42;40,442844;43,729918590000025
43;40,442844;43,57456600000003
44;40,442844;43,72202039
45;40,442844;43,71787473000001
46;40,442844;43,80995255
47;40,442844;43,802855830000006
48;40,442844;43,79794813
49;40,442844;43,836366080000026
50;40,442844;43,45984176000002
51;40,442844;43,38520076999999
52;40,442844;43,53163758000001
53;40,442844;43,670294200000015
54;40,442844;43,67742012999998
55;40,442844;43,54862728999999
56;40,442844;43,73107508000001
57;40,442844;43,88457396
58;40,442844;43,852977319999994
59;40,442844;43,80230267000001
60;40,442844;43,825769419999986
61;40,442844;43,80653656
62;40,442844;43,77156166999999
63;40,442844;43,63243355999998
64;40,442844;43,72991003
65;40,442844;43,56071445999999
66;40,442844;43,45601581
67;40,442844;43,52237894999999
68;40,442844;43,597198039999995
69;40,442844;43,72327886
70;40,442844;43,491422140000005
71;40,442844;43,40937040000001
72;40,442844;43,55084260999999
73;40,442844;43,476550479999986
74;40,442844;43,47107584999999
75;40,442844;43,67574067999999
76;40,442844;43,77927267999999
77;40,442844;43,48771351999998
78;40,442844;43,55725337000002
79;40,442844;43,53121562000001
80;40,442844;43,56827148
81;40,431135;43,42186445999999
82;40,431135;43,52433335999999
83;40,431135;43,695422099999995
84;40,431135;43,52314975
85;40,431135;43,6651406
86;40,431135;43,65196329
87;40,431135;43,525292130000004
88;40,431135;43,507176059999985
89;40,431135;43,65286007999999
90;40,431135;43,65893805999998
91;40,431135;43,556907869999975
92;40,431135;43,53526893999998
93;40,431135;43,540874909999985
94;40,431135;43,525303349999994
95;40,431135;43,65566356999998
96;40,431135;43,70545178999999
97;40,431135;43,44929735000001
98;40,431135;43,31426654
99;40,431135;43,38968734
100;40,431135;43,46436466
