Class;N;AverageBest;AverageTime
class1;n100;13.9048919;499.734
class1;n150;21.673791;1603.374
class1;n50;8.2267204;71.746
class2;n100;9.3871082;523.652
class2;n150;13.5993067;1524.1019999999999
class2;n50;5.2017413;75.275
class3;n100;7.4622188000000005;509.135
class3;n150;11.3652;1477.4850000000001
class3;n50;4.3854763;65.621
class4;n100;18.4057181;462.325
class4;n150;28.8442094;1144.435
class4;n50;9.4659568;46.945
