Class;N;AverageBest;AverageTime
class1;n100;14.0302057;671.032
class1;n150;21.6781984;1799.595
class1;n50;8.2221913;90.79599999999999
class2;n100;9.3917137;603.317
class2;n150;13.6537003;1693.934
class2;n50;5.2076137;86.22999999999999
class3;n100;7.5076378;579.584
class3;n150;11.2767905;1454.487
class3;n50;4.4220086;74.59
class4;n100;18.3684582;714.778
class4;n150;28.683753;1962.31
class4;n50;9.5495317;85.879
