Class;N;AverageBest;AverageTime
class1;n100;13.994116;617.833
class1;n150;21.6705546;1867.982
class1;n50;8.1830816;81.871
class2;n100;9.4208451;540.537
class2;n150;13.5978044;1518.469
class2;n50;5.2252936;73.535
class3;n100;7.5420017999999995;557.201
class3;n150;11.397019199999999;1604.307
class3;n50;4.406019;80.391
class4;n100;18.257474;753.933
class4;n150;28.5781906;2202.745
class4;n50;9.4151974;62.467999999999996
