Generation;Best;Average
0;28,20769;30,56720181000001
1;28,20769;30,38295322
2;28,17794;30,216696969999994
3;28,17794;29,875349569999997
4;28,17794;29,97623644
5;28,17794;30,129418049999998
6;28,17794;29,97925478000002
7;28,17794;30,062231620000006
8;27,458809;29,88229517000001
9;27,458809;29,843392610000002
10;27,458809;29,888021910000003
11;27,458809;29,89054640000001
12;27,458809;29,8035808
13;27,458809;29,543764460000013
14;27,418308;29,53223491000002
15;27,418308;29,745029139999993
16;27,418308;29,672655030000016
17;27,418308;29,70115671999999
18;27,418308;29,59030027000001
19;27,195841;29,61369320000001
20;27,195841;29,585084160000015
21;27,195841;29,583679099999994
22;27,195841;29,54818045
23;27,195841;29,57163312
24;27,195841;29,500445099999997
25;27,195841;29,51382082
26;26,47958;29,561699329999996
27;26,47958;29,5439102
28;26,47958;29,69970130999998
29;26,47958;29,57728102
30;26,47958;29,54273114999999
31;26,47958;29,51759918999999
32;26,47958;29,579217049999997
33;26,47958;29,439095440000003
34;26,47958;29,56189157000001
35;26,47958;29,539876610000007
36;26,47958;29,677194479999994
37;26,47958;29,470485850000003
38;26,47958;29,568244829999976
39;26,47958;29,48671687000001
40;26,47958;29,556702509999994
41;26,47958;29,57550064999999
42;26,47958;29,374129770000003
43;26,47958;29,43284136000001
44;26,47958;29,588383940000018
45;26,47958;29,64307319000001
46;26,47958;29,46999607
47;26,42619;29,477621569999993
48;26,42619;29,466663179999998
49;26,42619;29,429579359999998
50;26,42619;29,468392520000016
51;26,42619;29,35273646000001
52;26,42619;29,42738116
53;26,42619;29,39754255999999
54;26,42619;29,448046210000008
55;26,42619;29,408287410000018
56;26,42619;29,506471730000012
57;26,42619;29,599013990000003
58;26,42619;29,618102370000003
59;26,42619;29,327215499999994
60;26,42619;29,46869746999999
61;26,42619;29,500150480000006
62;26,42619;29,476410819999998
63;26,42619;29,563539550000016
64;26,42619;29,46339403
65;26,42619;29,488141070000005
66;26,42619;29,55951328000001
67;26,42619;29,48214435
68;26,42619;29,536353060000014
69;26,42619;29,40060948000001
70;26,42619;29,407657920000002
71;26,42619;29,36403154
72;26,42619;29,27906004000001
73;26,42619;29,43401960000001
74;26,42619;29,392885020000005
75;26,42619;29,448896190000013
76;26,42619;29,441472400000006
77;26,42619;29,44724955000001
78;26,42619;29,546604459999998
79;26,42619;29,293550460000006
80;26,42619;29,332779579999997
81;26,42619;29,455830020000004
82;26,42619;29,53600598999999
83;26,42619;29,33441667999999
84;26,42619;29,513188130000007
85;26,42619;29,260332760000004
86;26,42619;29,54432673000001
87;26,42619;29,611401119999993
88;26,42619;29,43063397000001
89;26,42619;29,669834490000014
90;26,42619;29,35789086000001
91;26,42619;29,38825068000001
92;26,42619;29,522954160000022
93;26,42619;29,483529140000016
94;26,42619;29,325378049999994
95;26,42619;29,24198698000002
96;26,42619;29,34554476000001
97;26,42619;29,407110860000003
98;26,42619;29,23956919000002
99;26,42619;29,37038882
100;26,42619;29,31745816000001
