Generation;Best;Average
0;27,37708;29,77474701000001
1;27,333744;29,39907522
2;27,174988;29,291725640000003
3;27,174988;29,074832759999996
4;27,174988;29,16080129000001
5;26,516418;28,932287240000008
6;26,516418;29,058724600000005
7;26,516418;29,087676690000013
8;26,516418;29,103036070000012
9;26,516418;29,141404270000017
10;26,516418;28,973333069999995
11;26,516418;29,063351699999995
12;26,516418;29,029931160000004
13;26,516418;29,03580732999999
14;26,516418;29,016644490000008
15;26,496752;28,94970227
16;26,496752;28,977173469999993
17;26,496752;28,978457289999998
18;26,496752;28,83810297000001
19;26,496752;28,900517610000012
20;26,496752;28,86294299
21;26,496752;28,91909357000002
22;26,317321;28,79205804
23;26,317321;28,75946502999999
24;26,317321;28,72070815
25;26,317321;28,73709328999998
26;26,317321;28,755502219999997
27;26,317321;28,725030400000005
28;26,21904;28,689519989999997
29;26,21904;28,74357867
30;26,21904;28,67428884
31;26,21904;28,667249110000004
32;26,21904;28,67109456000001
33;26,21904;28,597080820000016
34;26,21904;28,58840629000001
35;26,21904;28,467694230000006
36;26,21904;28,40086476000001
37;26,21904;28,517933160000002
38;26,21904;28,733322650000005
39;26,21904;28,630571760000002
40;26,21904;28,703810149999995
41;26,21904;28,448531270000004
42;26,21904;28,693170429999995
43;26,21904;28,74172505000001
44;26,21904;28,78225189999999
45;26,21904;28,63857534
46;26,21904;28,633038780000007
47;26,21904;28,655942379999995
48;26,21904;28,466403419999992
49;26,21904;28,505115349999997
50;26,21904;28,54438496999999
51;26,21904;28,515005640000005
52;26,21904;28,471497990000003
53;26,21904;28,43299685999999
54;26,21904;28,653405589999988
55;26,21904;28,663448740000003
56;26,21904;28,47395074999999
57;26,21904;28,45322886999998
58;26,21904;28,443653759999997
59;26,21904;28,50273125999999
60;26,21904;28,477575769999994
61;26,21904;28,39966304999999
62;26,168912;28,426394480000003
63;26,168912;28,51065836
64;26,168912;28,295897940000003
65;26,168912;28,24914724
66;26,168912;28,24561835
67;26,168912;28,22319628999999
68;25,457003;28,28719591999999
69;25,457003;28,331918439999992
70;25,457003;28,28809588
71;25,457003;28,211370890000012
72;25,457003;28,166199470000002
73;25,457003;28,304799079999988
74;25,457003;28,133068839999996
75;25,457003;28,295441839999995
76;25,457003;28,171054519999984
77;25,457003;28,23048257999999
78;25,457003;28,024852229999993
79;25,457003;28,25078856999999
80;25,457003;28,13475102
81;25,457003;28,178732559999986
82;25,457003;28,22533978
83;25,457003;28,108486949999993
84;25,457003;28,173549039999983
85;25,457003;28,365514349999977
86;25,457003;28,25341207999998
87;25,457003;28,305259469999978
88;25,457003;28,22554199999999
89;25,457003;28,145130949999995
90;25,457003;28,285090259999983
91;25,457003;28,154326119999983
92;25,457003;28,196017129999984
93;25,457003;28,240774899999977
94;25,457003;28,304933239999997
95;25,457003;28,11622258999998
96;25,457003;28,294714399999993
97;25,457003;28,221924049999995
98;25,457003;28,28744602999999
99;25,457003;28,03810697999998
100;25,457003;28,19593501
