Generation;Best;Average
0;31,489406;34,15308383999999
1;31,489406;33,788083689999986
2;31,489406;33,57234778
3;31,338885;33,68967051
4;31,338885;33,61089329
5;31,338885;33,551780949999994
6;30,517727999999998;33,31702415999999
7;30,517727999999998;33,380671219999996
8;30,517727999999998;33,302466370000005
9;30,517727999999998;33,09324521999998
10;30,517727999999998;33,13237185999999
11;30,517727999999998;33,34900563999999
12;30,517727999999998;33,05671293999999
13;30,435299;33,15367539999999
14;30,435299;33,18854382999998
15;30,435299;33,10842363
16;30,435299;33,12016830999999
17;30,435299;33,12881100999999
18;30,435299;33,07595114
19;30,435299;33,150283489999985
20;30,435299;33,11116705
21;30,435299;33,06104296
22;30,421;33,03402054999999
23;30,421;33,12545997999999
24;30,421;32,890349419999986
25;30,421;33,14239750999998
26;30,421;32,84034220999998
27;30,421;32,952260679999995
28;30,418319;33,021903399999985
29;30,418319;33,12522739
30;30,418319;32,993847339999974
31;30,418319;33,030246799999986
32;30,418319;33,05875043999998
33;30,370242;33,06777292999998
34;30,370242;32,98122298
35;30,370242;32,95536825
36;30,370242;32,89118594999999
37;30,370242;32,89163874999999
38;30,370242;32,838563709999995
39;30,154512;32,873038769999994
40;30,154512;32,87188387
41;30,154512;32,793808809999994
42;30,154512;32,88754690999999
43;30,154512;32,87145875000001
44;30,154512;32,80948702
45;30,154512;32,72285396999999
46;30,154512;32,772601550000005
47;30,154512;32,79645565
48;30,154512;32,866549969999994
49;30,154512;32,88529306
50;30,154512;32,58804524999999
51;30,154512;32,49605734
52;30,154512;32,81455123
53;30,154512;32,68058990999999
54;30,154512;32,84208922999999
55;30,154512;32,78626322999998
56;30,154512;32,676942409999995
57;30,154512;32,78729918
58;30,154512;32,809522989999984
59;30,154512;32,77405552999999
60;30,154512;32,70920872999999
61;30,154512;32,609389660000005
62;30,154512;32,636724199999996
63;30,154512;32,68766607999999
64;29,552085;32,775901089999984
65;29,552085;32,91922528
66;29,552085;32,74350186000001
67;29,552085;32,501776799999995
68;29,552085;32,68159864999999
69;29,552085;32,677685270000005
70;29,552085;32,84577253
71;29,552085;32,839171159999985
72;29,552085;32,785120499999984
73;29,552085;32,85813657999997
74;29,531785;32,77927607999999
75;29,531785;32,68975443999999
76;29,531785;32,67354048999998
77;29,531785;32,60054202
78;29,531785;32,76631205999999
79;29,531785;32,833498399999996
80;29,531785;32,72723908
81;29,531785;32,720243839999995
82;29,531785;32,711041279999996
83;29,531785;32,57211508999999
84;29,531785;32,64027008999999
85;29,531785;32,832618039999986
86;29,531785;32,623146659999975
87;29,531785;32,68706152999999
88;29,531785;32,59347053999999
89;29,531785;32,52994027999999
90;29,531785;32,635944419999994
91;29,531785;32,753104179999994
92;29,531785;32,66757403999999
93;29,531785;32,59645955
94;29,531785;32,69302404
95;29,531785;32,61830884
96;29,531785;32,672476239999995
97;29,531785;32,841411169999986
98;29,531785;32,54307237999999
99;29,531785;32,667140969999984
100;29,531785;32,463146019999996
