Generation;Best;Average
0;30,437242;32,0693702
1;30,269656;31,96487018
2;30,26488;31,943418899999983
3;29,522027;31,921625839999994
4;29,522027;31,831305740000012
5;29,379008;31,717110350000013
6;29,379008;31,949479380000007
7;29,379008;31,68943632
8;29,379008;31,756166539999995
9;29,379008;31,716395029999997
10;29,379008;31,816938030000003
11;29,379008;31,658749479999994
12;29,379008;31,689437599999998
13;29,379008;31,602042420000004
14;29,379008;31,578571879999995
15;29,379008;31,631086040000014
16;29,379008;31,446590199999996
17;29,379008;31,632672590000002
18;29,379008;31,533326749999993
19;29,379008;31,469913949999995
20;29,379008;31,708394210000023
21;29,379008;31,6387377
22;29,379008;31,69369791000001
23;29,379008;31,478143820000014
24;29,379008;31,6190613
25;29,379008;31,607138560000006
26;29,379008;31,530784299999986
27;29,379008;31,505824040000004
28;29,379008;31,562602070000015
29;29,379008;31,596827809999994
30;29,379008;31,581033820000002
31;29,379008;31,65224101999999
32;29,180336;31,54686025000002
33;29,180336;31,425295789999996
34;29,180336;31,510425210000005
35;29,180336;31,30727879
36;29,180336;31,672998690000004
37;29,180336;31,45650857999998
38;29,180336;31,51985851000001
39;29,180336;31,431329699999996
40;29,180336;31,38396470000001
41;29,180336;31,304976720000013
42;29,180336;31,485458350000002
43;29,180336;31,528703889999992
44;29,180336;31,393243910000013
45;29,180336;31,510965329999994
46;29,180336;31,315427199999995
47;29,180336;31,19806561000001
48;29,180336;31,499499020000012
49;29,180336;31,275506870000005
50;29,180336;31,454021250000004
51;29,180336;31,376523820000006
52;29,180336;31,33644115000001
53;29,180336;31,525533130000017
54;29,180336;31,440979450000007
55;29,180336;31,38894613999998
56;29,180336;31,42837766999999
57;29,180336;31,631359679999992
58;29,180336;31,49635377
59;29,180336;31,39528239
60;29,180336;31,35395235
61;29,180336;31,199746230000013
62;29,180336;31,331124040000013
63;29,180336;31,300950590000003
64;29,180336;31,567974789999994
65;29,180336;31,317179879999998
66;29,180336;31,307293630000007
67;29,180336;31,454315480000005
68;29,180336;31,451539410000024
69;29,180336;31,35124908
70;29,180336;31,487892149999997
71;29,180336;31,386608570000007
72;29,180336;31,47680174
73;29,180336;31,509107059999998
74;29,180336;31,481362569999998
75;29,180336;31,439599920000006
76;29,180336;31,314294179999994
77;29,180336;31,24086793999999
78;29,180336;31,43052117
79;29,180336;31,330617909999997
80;29,180336;31,33357427
81;29,180336;31,353379809999996
82;29,180336;31,421278949999987
83;29,180336;31,228676199999992
84;29,180336;31,335408709999996
85;29,180336;31,401451719999997
86;29,180336;31,440726470000005
87;29,180336;31,64166463
88;29,180336;31,409097479999986
89;29,180336;31,298413300000004
90;29,180336;31,353011730000002
91;29,180336;31,442348099999993
92;29,180336;31,321800869999993
93;29,180336;31,371201770000003
94;29,180336;31,317541200000004
95;29,180336;31,27968466000001
96;29,180336;31,318970880000002
97;29,180336;31,535261339999984
98;29,146475;31,295194759999994
99;29,146475;31,288394949999994
100;29,146475;31,314778730000008
