Generation;Best;Average
0;24,419149;26,878317309999996
1;24,405264;26,460682929999997
2;24,212976;26,500604450000004
3;24,212976;26,296728109999986
4;24,212976;26,36012024999999
5;24,1914;26,210896789999993
6;24,1914;26,196514560000004
7;24,1914;26,254944380000005
8;24,1914;26,18269271
9;24,17296;26,044867320000012
10;24,17296;26,11504104000001
11;23,541223;26,222921189999997
12;23,541223;26,06809647
13;23,541223;26,143447330000008
14;23,541223;26,092022969999995
15;23,541223;26,178690660000008
16;23,541223;26,222492260000003
17;23,541223;26,11454022000001
18;23,541223;26,111526600000005
19;23,541223;26,04623215
20;23,541223;25,993267489999994
21;23,541223;26,100877480000005
22;23,541223;26,054708289999997
23;23,541223;25,93375295
24;23,541223;25,988058040000006
25;23,541223;26,050617990000006
26;23,541223;26,07027264
27;23,541223;26,113357250000004
28;23,541223;26,00031238000001
29;23,541223;26,068256560000005
30;23,541223;26,11619504
31;23,492024;26,130188180000005
32;23,492024;26,08696165000002
33;23,492024;26,015193080000014
34;23,492024;25,957888559999997
35;23,492024;26,095329290000013
36;23,492024;25,969439549999997
37;23,492024;26,167266499999997
38;23,492024;26,14895071000001
39;23,492024;26,19527835000001
40;23,492024;26,01939730999999
41;23,492024;26,121572249999996
42;23,492024;26,157675249999997
43;23,492024;26,020850290000002
44;23,492024;26,016414330000003
45;23,492024;26,058448970000004
46;23,492024;26,145928480000013
47;23,359392;25,96087272
48;23,359392;25,855821279999997
49;23,359392;25,885222409999994
50;23,359392;25,73421136
51;23,359392;25,89809885
52;23,359392;25,85844151
53;23,359392;25,929359180000006
54;23,359392;25,746234960000002
55;23,359392;25,957160700000003
56;23,359392;26,106414220000012
57;23,359392;25,886964419999998
58;23,359392;26,002490110000004
59;23,359392;26,00053774
60;23,359392;25,692449169999996
61;23,359392;25,77877926
62;23,359392;25,957852860000006
63;23,359392;25,899178350000007
64;23,359392;25,802636830000004
65;23,359392;25,8157117
66;23,359392;25,92800774
67;23,359392;25,83643514
68;23,359392;25,8666105
69;23,359392;25,85493555
70;23,359392;25,908516270000003
71;23,359392;25,771750349999998
72;23,359392;25,810087510000002
73;23,359392;25,60238159
74;23,359392;25,71781172
75;23,359392;25,734765730000003
76;23,359392;25,732162429999995
77;23,359392;25,97749695000001
78;23,359392;25,668185480000005
79;23,359392;25,71724903
80;23,359392;25,68867419
81;23,342092;25,543198039999996
82;23,342092;25,651325529999994
83;23,342092;25,64988554
84;23,342092;25,594914700000007
85;23,342092;25,77111447
86;23,342092;25,741024729999996
87;23,317486;25,713993169999995
88;22,594202;25,723661710000002
89;22,594202;25,75258907
90;22,594202;25,723587980000005
91;22,594202;25,525932249999997
92;22,594202;25,632487299999998
93;22,594202;25,479001510000007
94;22,594202;25,74735145
95;22,589462;25,795662119999996
96;22,589462;25,70443778999999
97;22,589462;25,68082851999999
98;22,589462;25,66208325999999
99;22,589462;25,67960984999999
100;22,589462;25,750185879999993
