Generation;AverageBest;AverageAverage;AverageTime
0;23.0409814;25.376367219488845;0.001
1;22.9104343;25.082399791355527;3.959
2;22.6362019;24.937592045444383;7.8919999999999995
3;22.4036325;24.83844765779999;11.668
4;22.288747400000002;24.74166761855554;15.518
5;22.2684447;24.667254007066646;19.417
6;22.2285432;24.607709959377754;23.342
7;22.1466363;24.552127204622224;27.314
8;22.1313357;24.493815645733314;31.377
9;22.111842;24.44131336162222;35.488
10;22.0701504;24.380850277511104;39.703
11;21.9979302;24.320958820599962;43.957
12;21.8240699;24.255135708466653;48.21
13;21.7440743;24.20194553048885;52.532
14;21.677463;24.142538729422196;56.862
15;21.6718734;24.082607309266603;61.236999999999995
16;21.6597136;24.03152378706664;65.628
17;21.6545413;23.981541796444418;70.10300000000001
18;21.5490641;23.92770028257776;74.605
19;21.5205331;23.889014816444437;79.142
20;21.4656317;23.84430917366663;83.688
21;21.4507304;23.80341406595553;88.255
22;21.4361556;23.770630653688876;92.82300000000001
23;21.430323;23.731983403044428;97.44200000000001
24;21.4218081;23.689731312733336;102.059
25;21.3470107;23.644330520355588;106.621
26;21.2801488;23.609465068666648;111.343
27;21.2600487;23.56218584784443;115.954
28;21.2363188;23.527490071999974;120.55799999999999
29;21.2221477;23.488297818666656;125.237
30;21.200029999999998;23.446881560066657;129.858
31;21.1634347;23.40744937913334;134.519
32;21.1460937;23.371343724155558;139.153
33;21.0959832;23.33645320975553;143.772
34;21.0518736;23.297184307155508;148.461
35;21.0258711;23.26405005526664;153.106
36;21.0210994;23.224365371044424;157.698
37;20.9529472;23.187870827399994;162.375
38;20.9136318;23.15223519917775;167.042
39;20.8290758;23.119744377577778;171.65
40;20.818207;23.08256545168891;176.298
41;20.8100299;23.05078893691113;180.968
42;20.7999042;23.017250621044433;185.633
43;20.7999042;22.987983305822226;190.3
44;20.6912804;22.962887881199997;194.947
45;20.6912804;22.930835422000012;199.59199999999998
46;20.6241687;22.901991246488915;204.24699999999999
47;20.5642802;22.874453551977812;208.93
48;20.535005599999998;22.84939627068891;213.593
49;20.5213115;22.82440695935552;218.253
50;20.5213115;22.800983031155564;223.003
51;20.5213115;22.776561421844445;227.664
52;20.5034547;22.74669124319999;232.355
53;20.4880265;22.726771391844466;237.065
54;20.4747271;22.69606599842222;241.729
55;20.4322534;22.673763052333335;246.399
56;20.3778862;22.655863727688896;251.077
57;20.3601706;22.635465437688897;255.74099999999999
58;20.347764;22.607546534666675;260.474
59;20.3386839;22.595982977244436;265.163
60;20.294493199999998;22.57607070082223;269.825
61;20.2658755;22.547700987688874;274.531
62;20.2534948;22.533160278711087;279.257
63;20.2505254;22.512584054599966;283.909
64;20.243741;22.49407855039996;288.64300000000003
65;20.2411992;22.46993691871108;293.385
66;20.2282734;22.455920244666657;298.077
67;20.2144524;22.434244848333318;302.775
68;20.1636399;22.419960007088886;307.56399999999996
69;20.1636399;22.400644153488887;312.276
70;20.1636399;22.382342630066663;317.011
71;20.1549218;22.36204039953332;321.769
72;20.1549218;22.341216005466656;326.501
73;20.1549218;22.333003061022225;331.264
74;20.0618196;22.309879909555534;335.988
75;20.0618196;22.29574046917776;340.718
76;20.0390102;22.281933364511087;345.475
77;20.032202299999998;22.260611220800005;350.287
78;20.0276794;22.249502146244424;355.087
79;20.010319199999998;22.232101986133344;359.875
80;20.010319199999998;22.217518128733317;364.686
81;19.9615029;22.201191505088868;369.56100000000004
82;19.916221;22.186401424088878;374.424
83;19.916221;22.174668162888878;379.259
84;19.9005768;22.158094975466668;384.14300000000003
85;19.8761601;22.14510286524444;389.036
86;19.8661307;22.127870771755553;393.908
87;19.8661307;22.114619141333318;398.79
88;19.8661307;22.10687752048887;403.617
89;19.8661307;22.096301034733315;408.547
90;19.8178397;22.08056869302222;413.411
91;19.8070166;22.062962959533337;418.281
92;19.8070166;22.05594438177777;423.213
93;19.8024685;22.05050145722221;428.101
94;19.791981;22.032044014466656;432.963
95;19.7914979;22.020057145399992;437.834
96;19.7914979;22.009326799133312;442.76800000000003
97;19.788058799999998;21.99707208164443;447.669
98;19.7697544;21.989426573177766;452.589
99;19.7590281;21.981631652266664;457.526
100;19.731313;21.962891979155565;462.445
101;19.7300281;21.960680814488878;467.345
102;19.7244345;21.944562278822225;472.337
103;19.7134378;21.936168120244453;477.327
104;19.7134378;21.92467763044445;482.275
105;19.713181;21.915073773111114;487.268
106;19.713181;21.9135431972889;492.249
107;19.663325399999998;21.89900372908891;497.269
108;19.6599944;21.8800720229111;502.258
109;19.6542273;21.874104569644466;507.293
110;19.6173116;21.868676904688886;512.318
111;19.5775667;21.863825171155533;517.369
112;19.5732434;21.853724977777752;522.412
113;19.5685355;21.844497254511086;527.426
114;19.5685332;21.83726629637776;532.418
