Class;N;AverageBest;AverageTime
class1;n100;13.86148;664.767
class1;n150;21.4215945;1785.356
class1;n50;8.139396099999999;81.024
class2;n100;9.3468034;539.483
class2;n150;13.6207344;1498.189
class2;n50;5.1617099;72.601
class3;n100;7.4411773000000005;503.624
class3;n150;11.322201;1507.5240000000001
class3;n50;4.322852;80.471
class4;n100;18.24963;739.465
class4;n150;28.620696;2336.109
class4;n50;9.3247683;67.734
